,cadastral_,shape
71,71:28:020213:91,"MULTIPOLYGON (((4291255.95560554 7161596.6527923, 4291245.78236648 7161596.76323119, 4291246.00271771 7161617.15721432, 4291256.17625143 7161617.0637683, 4291255.95560554 7161596.6527923)))"
72,71:28:020213:498,"MULTIPOLYGON (((4290692.82053681 7161491.98995403, 4290718.07016385 7161499.47794834, 4290722.79428571 7161482.84759867, 4290711.08660112 7161479.19112179, 4290711.16602547 7161478.84991457, 4290708.95107067 7161478.18800744, 4290708.65445325 7161478.73661751, 4290697.23953872 7161475.3644558, 4290696.88499204 7161476.54289199, 4290697.66887627 7161476.78547249, 4290692.82053681 7161491.98995403)))"
73,71:28:020213:509,"MULTIPOLYGON (((4290542.31516748 7161160.33535073, 4290561.51788461 7161160.78021523, 4290579.18200619 7161160.43346312, 4290582.96576329 7161160.57770822, 4290583.72828231 7161144.35061515, 4290580.87535296 7161144.08969844, 4290578.98942148 7161142.77670847, 4290579.0373594 7161136.11317162, 4290572.80715875 7161136.75539732, 4290566.0295155 7161138.17111705, 4290565.20212768 7161143.79314806, 4290556.15410399 7161143.17106681, 4290555.91686559 7161148.5798251, 4290556.44294645 7161148.60551758, 4290556.31327631 7161158.7037333, 4290543.43969466 7161158.51593341, 4290542.35389224 7161158.48207431, 4290542.31516748 7161160.33535073)))"
74,71:28:020213:95,"MULTIPOLYGON (((4290313.72763918 7161133.14025495, 4290322.15873805 7161131.1888063, 4290319.59387052 7161120.09626217, 4290311.17973589 7161122.04743826, 4290313.72763918 7161133.14025495)))"
75,71:28:020213:516,"MULTIPOLYGON (((4291588.15817193 7161556.35851884, 4291636.22539802 7161567.5430252, 4291665.33139939 7161573.24989373, 4291664.80951778 7161541.38732731, 4291661.40124202 7161541.40759389, 4291661.69907493 7161534.51875998, 4291669.06272344 7161534.7584763, 4291669.47328984 7161526.42304541, 4291626.68516929 7161525.18343575, 4291626.45892887 7161538.73423956, 4291591.48758774 7161544.93402528, 4291588.15817193 7161556.35851884)))"
76,71:28:020213:109,"MULTIPOLYGON (((4290889.00858321 7161754.73582449, 4291002.2982632 7161715.30853682, 4291024.21414764 7161682.3080917, 4291004.2399951 7161566.30759214, 4290980.09107223 7161555.52244799, 4291002.30188803 7161695.09773133, 4290935.31499925 7161705.81322652, 4290913.10560052 7161566.2545497, 4290855.67264268 7161555.77471534, 4290866.05224753 7161618.31559476, 4290870.00582432 7161623.84536725, 4290884.49083542 7161718.77118118, 4290889.00858321 7161754.73582449)))"
77,71:28:020213:529,"MULTIPOLYGON (((4291409.30071271 7161580.00765409, 4291432.84883 7161590.2911307, 4291447.89773271 7161546.77551627, 4291448.72713157 7161546.67734544, 4291455.5786899 7161528.48283687, 4291464.80653938 7161503.99544217, 4291439.44100942 7161497.80349936, 4291433.09241138 7161515.63297891, 4291431.83344403 7161519.66444552, 4291425.1042787 7161538.09493655, 4291409.30071271 7161580.00765409)), ((4291442.21563621 7161490.96033917, 4291470.69234574 7161494.43417882, 4291457.38583627 7161454.05537557, 4291438.1418813 7161460.70132257, 4291442.21563621 7161490.96033917)))"
78,71:28:020213:520,"MULTIPOLYGON (((4290675.22063665 7161486.76073024, 4290692.82053681 7161491.98995403, 4290697.66887627 7161476.78547249, 4290691.27939414 7161474.86369471, 4290679.78773852 7161472.00264975, 4290675.22063665 7161486.76073024)))"
79,71:28:020213:10,"MULTIPOLYGON (((4290818.39971842 7161606.49083771, 4290845.81649843 7161601.87575759, 4290839.07579037 7161561.49351865, 4290851.28741716 7161559.44761096, 4290849.20968323 7161547.03810149, 4290809.56425099 7161553.68229437, 4290818.39971842 7161606.49083771)))"
80,71:28:020213:83,"MULTIPOLYGON (((4291585.0093111 7161555.6267217, 4291562.03470509 7161610.48735192, 4291643.33107018 7161642.47565508, 4291660.97422534 7161573.31926313, 4291585.0093111 7161555.6267217)))"
81,71:28:020213:477,"MULTIPOLYGON (((4290535.78697289 7161285.62174445, 4290547.685736 7161286.35185603, 4290548.3065329 7161276.21173455, 4290536.40831872 7161275.51561065, 4290535.78697289 7161285.62174445)))"
82,71:28:020213:499,"MULTIPOLYGON (((4290900.15007915 7161359.56494772, 4290925.49868969 7161351.82094471, 4290975.67033186 7161355.71800085, 4290977.12340499 7161339.24156894, 4290901.85834944 7161334.51783538, 4290901.48483689 7161334.4897511, 4290900.24739685 7161338.82665001, 4290899.469288 7161349.71725482, 4290900.15007915 7161359.56494772)))"
83,71:28:020213:101,"MULTIPOLYGON (((4291470.69234574 7161494.43417882, 4291495.09048993 7161496.28999528, 4291560.8846597 7161549.63635594, 4291560.4831633 7161433.24278444, 4291499.87070034 7161439.37399781, 4291457.38583627 7161454.05537557, 4291470.69234574 7161494.43417882)))"
84,71:28:020213:9,"MULTIPOLYGON (((4290913.10560052 7161566.2545497, 4290935.31499925 7161705.81322652, 4291002.30188803 7161695.09773133, 4290980.09107223 7161555.52244799, 4290913.10560052 7161566.2545497)))"
85,71:28:020213:8,"MULTIPOLYGON (((4290545.66859273 7161113.64299444, 4290536.52340632 7161115.46997036, 4290538.77020338 7161126.80541392, 4290547.91540234 7161124.97843267, 4290545.66859273 7161113.64299444)))"
86,71:28:020213:513,"MULTIPOLYGON (((4290675.22063665 7161486.76073024, 4290681.95054186 7161465.03346813, 4290685.9573429 7161450.23328199, 4290650.70669358 7161448.39338096, 4290649.54443746 7161459.68111929, 4290648.90587678 7161470.84162026, 4290652.24981713 7161475.36116842, 4290661.67714416 7161482.8272174, 4290675.22063665 7161486.76073024)))"
87,71:28:020213:515,"MULTIPOLYGON (((4290515.25803258 7161086.24800208, 4290525.93764148 7161083.86995116, 4290523.78536907 7161074.23274889, 4290513.10630608 7161076.644779, 4290515.25803258 7161086.24800208)))"
88,71:28:020213:506,"MULTIPOLYGON (((4291017.87567202 7161303.92176077, 4291018.50516668 7161295.44716583, 4291082.71963044 7161289.80659852, 4291083.51375497 7161302.52494094, 4291080.96772373 7161303.44914371, 4291081.28052289 7161306.07876075, 4291083.48882629 7161305.24489573, 4291083.89161948 7161310.35468704, 4291089.87420282 7161368.1867605, 4291024.24155381 7161376.41650777, 4291025.82219411 7161473.44723365, 4291020.69982667 7161494.89439342, 4291095.9704328 7161505.24323938, 4291242.06286877 7161479.36778237, 4291241.47959904 7161475.7225483, 4291254.01552187 7161473.82386878, 4291250.59545769 7161370.02339169, 4291258.82375476 7161326.24363618, 4291300.17063691 7161097.89484633, 4291100.9648606 7161141.38807863, 4291047.91007405 7161153.51470614, 4290993.64976182 7161166.62890931, 4290989.58237234 7161170.00772278, 4290995.57454743 7161232.8018383, 4291002.37387643 7161302.68850912, 4291017.87567202 7161303.92176077)))"
89,71:28:020213:14,"MULTIPOLYGON (((4291006.24364968 7161546.03149563, 4291034.67347482 7161699.25947494, 4291043.67139952 7161694.51045182, 4291041.66615804 7161671.66283091, 4291292.74529803 7161575.63746875, 4291256.41168243 7161519.23759671, 4291256.33469133 7161513.28962148, 4291201.33836183 7161521.81113251, 4291184.14436983 7161490.75711372, 4291097.45500461 7161506.90248136, 4291026.95216451 7161496.71609562, 4291031.87102009 7161522.59364991, 4291024.18123987 7161541.46395829, 4291006.24364968 7161546.03149563)))"
90,71:28:020213:505,"MULTIPOLYGON (((4291615.92860046 7161524.86169626, 4291669.47328984 7161526.42304541, 4291671.5707525 7161482.21266246, 4291615.70847574 7161467.07312811, 4291615.92860046 7161524.86169626)))"
91,71:28:020212:93,"MULTIPOLYGON (((4292106.52909797 7162289.5206552, 4292118.37890166 7162290.26627748, 4292118.90555249 7162281.79217704, 4292107.05576147 7162281.04655624, 4292106.52909797 7162289.5206552)))"
92,71:28:020212:1,"MULTIPOLYGON (((4292339.72309934 7162380.85230726, 4292334.55113055 7162414.96831619, 4292381.18699527 7162427.46441409, 4292386.51337814 7162394.53581884, 4292339.72309934 7162380.85230726)))"
93,71:28:020212:49,"MULTIPOLYGON (((4292332.20022532 7162571.86323671, 4292330.67161969 7162531.27485014, 4292281.25559225 7162531.67468015, 4292282.33794306 7162571.94721711, 4292332.20022532 7162571.86323671)))"
94,71:28:020211:2,"MULTIPOLYGON (((4291981.84241701 7162510.60288276, 4291996.10947301 7162511.88812207, 4291997.85435874 7162492.54846176, 4291983.62259943 7162491.3476646, 4291981.84241701 7162510.60288276)))"
95,71:28:020211:7,"MULTIPOLYGON (((4291633.02625898 7162931.66729112, 4291624.12784784 7162996.29300926, 4291659.14499939 7163001.14183496, 4291663.98938157 7162961.12971078, 4291644.2096603 7162951.31215115, 4291633.02625898 7162931.66729112)))"
96,71:28:020211:275,"MULTIPOLYGON (((4291766.58696999 7162568.62260169, 4291781.5727389 7162560.68280917, 4291779.98174642 7162557.68217391, 4291764.99598155 7162565.62196036, 4291766.58696999 7162568.62260169)))"
97,71:28:020211:31,"MULTIPOLYGON (((4291833.48921889 7162950.82970108, 4291840.44414658 7162947.67566965, 4291836.04927888 7162937.93629981, 4291829.09408822 7162941.07332697, 4291833.48921889 7162950.82970108)))"
98,71:28:020211:24,"MULTIPOLYGON (((4291904.80887812 7162941.07287503, 4291914.48973332 7162936.5492357, 4291909.20353113 7162925.15806822, 4291899.50545999 7162929.66496854, 4291904.80887812 7162941.07287503)))"
99,71:28:020211:279,"MULTIPOLYGON (((4291724.67208957 7162435.62078337, 4291765.43665025 7162437.28327691, 4291765.19917164 7162422.31035239, 4291758.35037602 7162422.50448053, 4291726.73367055 7162420.16924745, 4291725.60155035 7162427.92212537, 4291724.67208957 7162435.62078337)))"
100,71:28:020211:19,"MULTIPOLYGON (((4291681.33989604 7163019.93144796, 4291688.29925687 7163017.0494687, 4291697.76931943 7163013.12444343, 4291693.658027 7163004.14543877, 4291684.11933661 7163008.02054489, 4291677.14221689 7163010.85179728, 4291681.33989604 7163019.93144796)))"
101,71:28:020211:244,"MULTIPOLYGON (((4291783.11969929 7162507.44849099, 4291795.57590479 7162507.91296054, 4291795.90777077 7162498.89776256, 4291783.46853543 7162498.43302373, 4291783.11969929 7162507.44849099)))"
102,71:28:020211:25,"MULTIPOLYGON (((4291751.25780863 7162988.04610027, 4291758.51587193 7162984.75129012, 4291753.96307972 7162974.67432926, 4291746.70502371 7162977.96913096, 4291751.25780863 7162988.04610027)))"
103,71:28:020211:281,"MULTIPOLYGON (((4291831.14556652 7162426.9371321, 4291842.53967173 7162428.880426, 4291843.94994591 7162420.49410731, 4291832.53916639 7162418.56808308, 4291831.14556652 7162426.9371321)))"
104,71:28:020211:33,"MULTIPOLYGON (((4291819.57934673 7162957.1377494, 4291826.5342856 7162953.98372766, 4291822.1391617 7162944.22734573, 4291815.18422959 7162947.38135964, 4291819.57934673 7162957.1377494)))"
105,71:28:020211:28,"MULTIPOLYGON (((4291689.31048186 7162466.66448335, 4291720.44186022 7162470.46959143, 4291725.60155035 7162427.92212537, 4291694.4533816 7162424.11732672, 4291689.31048186 7162466.66448335)))"
106,71:28:020211:30,"MULTIPOLYGON (((4291822.08090698 7162323.82635438, 4291871.94555215 7162327.19613208, 4291873.67485387 7162301.5164222, 4291823.7934146 7162298.14693529, 4291822.08090698 7162323.82635438)))"
107,71:28:020211:32,"MULTIPOLYGON (((4291953.10377811 7162896.62743723, 4291960.07556648 7162893.47305177, 4291955.80413991 7162884.03785593, 4291948.84904491 7162887.17496685, 4291953.10377811 7162896.62743723)))"
108,71:28:020211:240,"MULTIPOLYGON (((4291809.35861645 7162966.12410224, 4291817.56622459 7162962.81410982, 4291813.540114 7162952.79681768, 4291805.3325145 7162956.10680165, 4291809.35861645 7162966.12410224)))"
109,71:28:020211:26,"MULTIPOLYGON (((4291680.49864081 7162533.47809528, 4291733.16560399 7162540.22120672, 4291738.90691393 7162499.05807735, 4291686.22353415 7162492.33230255, 4291680.49864081 7162533.47809528)))"
110,71:28:020211:273,"MULTIPOLYGON (((4292037.70975769 7162793.37539263, 4292017.74007698 7162808.96069683, 4292034.72652839 7162830.84111635, 4292079.71602742 7162809.00790495, 4292073.01510938 7162786.5213351, 4292069.93008819 7162761.03599821, 4292113.97653593 7162758.85325692, 4292110.60599351 7162712.22421045, 4292092.4707476 7162668.22836402, 4292058.55353076 7162668.48116513, 4292037.70975769 7162793.37539263)))"
111,71:28:020211:280,"MULTIPOLYGON (((4291720.44186022 7162470.46959143, 4291751.53153938 7162473.78224961, 4291762.33434131 7162473.72912033, 4291762.8119012 7162455.71878182, 4291722.84114624 7162450.64368204, 4291720.44186022 7162470.46959143)))"
112,71:28:020211:274,"MULTIPOLYGON (((4291662.83231865 7162807.85335323, 4291693.15850537 7162853.86688041, 4291710.86489017 7162842.04148782, 4291724.70821195 7162837.96185317, 4291843.6010351 7162868.72510933, 4291860.85421758 7162863.6218159, 4291864.37109909 7162873.61309124, 4291876.56353908 7162907.64096393, 4292034.72652839 7162830.84111635, 4292017.74007698 7162808.96069683, 4292037.70975769 7162793.37539263, 4292058.55353076 7162668.48116513, 4292039.19798207 7162513.54611618, 4291893.0236018 7162554.53686062, 4291809.70290033 7162586.95841839, 4291816.2683963 7162603.10578146, 4291713.00380036 7162646.38448889, 4291699.11359802 7162660.32484132, 4291681.59637614 7162793.2061802, 4291662.83231865 7162807.85335323)))"
113,71:28:020211:276,"MULTIPOLYGON (((4292021.66081728 7162483.65147466, 4292036.95073255 7162483.13532496, 4292036.82888046 7162479.737314, 4292021.53897175 7162480.25346318, 4292021.66081728 7162483.65147466)))"
114,71:28:020211:272,"MULTIPOLYGON (((4291662.83231865 7162807.85335323, 4291681.59637614 7162793.2061802, 4291699.11359802 7162660.32484132, 4291656.37399801 7162661.46441998, 4291645.98751047 7162738.11388135, 4291642.27000094 7162737.91805751, 4291640.59895582 7162750.20190443, 4291643.46111496 7162751.00635858, 4291639.05681222 7162790.95940465, 4291653.27454306 7162793.38512943, 4291662.83231865 7162807.85335323)))"
115,71:28:020211:29,"MULTIPOLYGON (((4291665.0498607 7162651.33019684, 4291689.84944233 7162654.74332853, 4291696.23443076 7162603.87935903, 4291671.68854101 7162600.41123088, 4291665.0498607 7162651.33019684)))"
116,71:28:020211:4,"MULTIPOLYGON (((4291711.50784918 7162554.16613528, 4291679.4952369 7162550.42598178, 4291676.25645837 7162578.28948291, 4291708.26891273 7162582.01266607, 4291711.50784918 7162554.16613528)))"
117,71:28:020211:21,"MULTIPOLYGON (((4291850.98923255 7162948.44256697, 4291857.24032371 7162945.82676898, 4291853.00799139 7162935.6427992, 4291846.73994991 7162938.2588608, 4291850.98923255 7162948.44256697)))"
118,71:28:020211:22,"MULTIPOLYGON (((4291896.82006588 7162929.31678902, 4291905.4808461 7162925.71047824, 4291900.75477996 7162914.34438636, 4291892.11123665 7162917.96741261, 4291896.82006588 7162929.31678902)))"
119,71:28:020211:27,"MULTIPOLYGON (((4291698.12941857 7162398.16834893, 4291728.88992946 7162402.13229171, 4291734.36820886 7162360.43008622, 4291703.62158048 7162356.26197164, 4291698.12941857 7162398.16834893)))"
120,71:28:020211:5,"MULTIPOLYGON (((4291882.17386515 7162928.76837569, 4291889.12875372 7162925.61431032, 4291884.85739382 7162916.17903721, 4291877.88474545 7162919.28237621, 4291882.17386515 7162928.76837569)))"
121,71:28:020211:269,"MULTIPOLYGON (((4291900.34533277 7162462.34893646, 4291911.16187977 7162463.16237037, 4291911.69339669 7162456.04800153, 4291900.87685937 7162455.234569, 4291900.34533277 7162462.34893646)))"
122,71:28:020211:10,"MULTIPOLYGON (((4291944.1075118 7162907.94045273, 4291953.65453902 7162903.53792401, 4291949.36826588 7162893.16791308, 4291939.57845427 7162897.23429164, 4291944.1075118 7162907.94045273)))"
123,71:28:020211:35,"MULTIPOLYGON (((4291753.03088923 7162319.14701912, 4291803.81188956 7162322.55362426, 4291805.52580449 7162296.95918821, 4291754.76111498 7162293.50134831, 4291753.03088923 7162319.14701912)))"
124,71:28:020211:3,"MULTIPOLYGON (((4291633.02625898 7162931.66729112, 4291644.2096603 7162951.31215115, 4291663.98938157 7162961.12971078, 4291682.61904464 7162952.96169274, 4291709.95398054 7162956.82754583, 4291750.77849313 7162955.68415796, 4291758.08937675 7162967.48523385, 4291793.89583138 7162950.45782599, 4291792.74212926 7162947.22906539, 4291876.56353908 7162907.64096393, 4291864.37109909 7162873.61309124, 4291848.47463296 7162876.56968635, 4291735.46026129 7162845.37281223, 4291703.49487157 7162855.38531483, 4291683.1918553 7162882.09360286, 4291695.5792692 7162919.90984081, 4291652.22766287 7162931.75263023, 4291591.7283072 7162901.84230518, 4291585.22362067 7162906.65500093, 4291633.02625898 7162931.66729112)))"
125,71:11:000000:250,"MULTIPOLYGON (((4291708.7702707 7162235.99433636, 4291719.2942462 7162238.69958583, 4291721.73780004 7162229.15808278, 4291721.09053134 7162228.98140138, 4291718.96533759 7162237.20889017, 4291709.12227444 7162234.66278824, 4291708.7702707 7162235.99433636)))"
126,71:11:020202:168,"MULTIPOLYGON (((4291726.56191919 7162210.3820976, 4291738.02083619 7162213.22541276, 4291740.32065494 7162204.24719726, 4291728.86175018 7162201.40388857, 4291728.73338312 7162201.86491129, 4291726.56191919 7162210.3820976)))"
127,71:11:020202:175,"MULTIPOLYGON (((4291709.12227444 7162234.66278824, 4291718.96533759 7162237.20889017, 4291721.09053134 7162228.98140138, 4291711.23052241 7162226.43557472, 4291709.12227444 7162234.66278824)))"
128,71:28:020210:1,"MULTIPOLYGON (((4291642.52891419 7162319.68290622, 4291641.89104604 7162317.95911851, 4291642.68977727 7162310.56865534, 4291648.65249166 7162311.18770848, 4291650.6014374 7162297.18317607, 4291592.4640941 7162287.60288946, 4291591.94386158 7162290.09307491, 4291587.902561 7162309.06070002, 4291642.52891419 7162319.68290622)))"
129,71:28:020210:10,"MULTIPOLYGON (((4291361.5378602 7162260.67531465, 4291348.36692135 7162309.38365314, 4291406.47173312 7162324.42310339, 4291418.00251302 7162274.97566572, 4291361.5378602 7162260.67531465)))"
